diagnostic,specialty
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Otros trastornos del globo ocular,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Disminución indeterminada de la agudeza visual en ambos ojos,OFTALMOLOGIA
Examen para reclutamiento en las fuerzas armadas,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Artritis reumatoide, no especificada",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Trastornos del aparato lagrimal,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
HIPERTENSION ESENCIAL (PRIMARIA),OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Hipertensión esencial (primaria),OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Hipertensión esencial (primaria),OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Diabetes mellitus insulinodependiente,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Examen de ojos y de la vision,OFTALMOLOGIA
Cataratas y otros trastornos del cristalino en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Degeneracion de la macula y del polo posterior del ojo,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Miopía,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Tumor benigno de la orbita, parte no especificada",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Glaucoma, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Diabetes mellitus no insulinodependiente, sin mención de complicación",OFTALMOLOGIA
Desgarro de la retina sin desprendimiento,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Diabetes mellitus, no especificada",OFTALMOLOGIA
Retinopatía diabética,OFTALMOLOGIA
"Conjuntivitis aguda, no especificada",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Desgarro de la retina sin desprendimiento,OFTALMOLOGIA
Otros trastornos de la glandula lagrimal,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Catarata diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Estrabismo concomitante convergente,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Otros trastornos de la refracción,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Otros trastornos especificados de la conjuntiva,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Astigmatismo,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
Trastornos del cuerpo vitrio del globo ocular en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Alteraciones de la vision,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Degeneración periférica de la retina,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Conjuntivitis,OFTALMOLOGIA
Miopía,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
HIPERTENSION ESENCIAL (PRIMARIA),OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Disminucion indeterminada de la agudeza visual en ambos ojos,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Ceguera de un ojo, vision subnormal del otro",OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Prueba y ajuste de anteojos y lentes de contacto,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Estrabismo paralítico, no especificado",OFTALMOLOGIA
Amaurosis fugaz,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Glaucoma, no especificado",OFTALMOLOGIA
"Lupus eritematoso sistemico, sin otra especificacion",OFTALMOLOGIA
Ceguera y disminucion de la agudeza visual,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Intolerancia a la glucosa,OFTALMOLOGIA
Dolor ocular,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Otras alteraciones visuales,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Cuerpo extraño en parte externa del ojo,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Limitacion cronica flujo aereo (LCFA),OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
"Glaucoma, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Cataratas y otros trastornos del cristalino en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Disminución indeterminada de la agudeza visual en ambos ojos,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Dolor ocular,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Complicacion mecanica de lentes intraoculares,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Cuerpo extraño que penetra por el ojo u orificio natural, en vivienda",OFTALMOLOGIA
Disminución indeterminada de la agudeza visual en ambos ojos,OFTALMOLOGIA
Hipermetropía,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Conjuntivitis y dacriocistitis neonatales,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Ectropion del parpado,OFTALMOLOGIA
Otros sindromes de malformaciones congenitas especificados que afectan multiples sistema,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
"Conjuntivitis, no especificada",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Desgarro de la retina sin desprendimiento,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Anomalias de la funcion pupilar,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Astigmatismo,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Astigmatismo,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Rosacea, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Diabetes mellitus no insulinodependiente, sin mención de complicación",OFTALMOLOGIA
"Trastorno de la refracción, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Dolor ocular,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Diabetes mellitus insulinodependiente,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Ceguera y disminucion de la agudeza visual,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno del aparato lagrimal, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
"Diabetes mellitus, no especificada",OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Alteraciones de la vision,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros desprendimientos de la retina,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Otras formas especificadas de catarata,OFTALMOLOGIA
Orzuelo y calacio,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otras diabetes mellitus especificadas,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Otras miopatias,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Conjuntivitis y dacriocistitis neonatales,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Otros sindromes de cefalea especificados,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Otras atenciones medicas especificadas,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Ceguera y disminucion de la agudeza visual,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Otras cataratas seniles,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Cefalea,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Alteracion visual, no especificada",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Queratoconjuntivitis,OFTALMOLOGIA
Ceguera de ambos ojos,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Hipotiroidismo, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Otras atenciones medicas especificadas,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Ceguera y disminucion de la agudeza visual,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otras catarata,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
"Glaucoma, no especificado",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Retinopatias del fondo y cambios vasculares retinianos,OFTALMOLOGIA
Ceguera y disminucion de la agudeza visual,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Trastornos del globo ocular,OFTALMOLOGIA
Examen de ojos y de la vision,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Otras miopatias,OFTALMOLOGIA
Catarata congenita,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Cicatriz u opacidad de la cornea, no especificada",OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Cuerpo extraño en parte externa del ojo, sitio no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
"Diabetes mellitus, no especificada",OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Artritis reumatoide, no especificada",OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la conjuntiva, no especificado",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
"Traumatismo del ojo y de la orbita, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Degeneraciones y depositos conjuntivales,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Blefaritis,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Examen para reclutamiento en las fuerzas armadas,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Otras formas especificadas de catarata,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
